iteration,windtexter,application,total_cost,probability_type,probability_cost
218,Full,private,42.86,interception_cost,14.0
218,Partial,government,79.2,interception_cost,39.6
218,Partial,millitary,336.0,interception_cost,168.0
219,Baseline,private,14.06,interception_cost,0.86
219,Baseline,commercial,230.4,interception_cost,204.0
219,Baseline,government,48.6,interception_cost,9.0
219,Full,millitary,6.43,interception_cost,4.0
220,Baseline,private,14.06,interception_cost,0.86
220,Partial,commercial,110.4,interception_cost,26.4
220,Baseline,millitary,411.43,interception_cost,3.43
220,Partial,millitary,55.8,interception_cost,3.0
221,Baseline,commercial,205.71,interception_cost,1.71
221,Partial,commercial,110.4,interception_cost,84.0
221,Partial,government,42.17,interception_cost,2.57
221,Full,government,42.17,interception_cost,0.86
221,Partial,millitary,336.0,interception_cost,168.0
222,Full,private,42.75,interception_cost,0.25
222,Baseline,commercial,110.4,interception_cost,84.0
222,Full,government,5.14,interception_cost,42.0
222,Baseline,millitary,55.47,interception_cost,2.67
222,Full,millitary,5.34,interception_cost,4.0
223,Partial,private,42.67,interception_cost,0.67
223,Partial,commercial,28.11,interception_cost,1.71
223,Full,commercial,28.11,interception_cost,0.44
224,Baseline,private,13.95,interception_cost,0.75
224,Full,private,1.53,interception_cost,0.25
224,Partial,commercial,27.9,interception_cost,1.5
224,Baseline,government,79.2,interception_cost,39.6
224,Baseline,millitary,576.0,interception_cost,408.0
224,Full,millitary,15.43,interception_cost,0.89
225,Baseline,commercial,288.0,interception_cost,84.0
225,Baseline,government,48.6,interception_cost,9.0
225,Full,millitary,55.47,interception_cost,17.6
226,Partial,private,14.06,interception_cost,0.86
226,Baseline,government,41.85,interception_cost,2.25
227,Baseline,government,41.6,interception_cost,2.0
227,Partial,government,41.85,interception_cost,2.25
227,Partial,millitary,55.8,interception_cost,3.0
227,Full,millitary,55.8,interception_cost,17.6
228,Baseline,commercial,85.5,interception_cost,1.5
228,Partial,commercial,27.73,interception_cost,1.33
228,Partial,government,48.6,interception_cost,9.0
228,Partial,millitary,170.67,interception_cost,2.67
229,Partial,commercial,52.8,interception_cost,26.4
229,Baseline,government,1296.0,interception_cost,648.0
229,Baseline,millitary,420.0,interception_cost,12.0
230,Baseline,private,258.0,interception_cost,216.0
230,Baseline,commercial,85.71,interception_cost,1.71
230,Partial,commercial,85.33,interception_cost,1.33
230,Baseline,government,135.0,interception_cost,9.0
230,Full,government,4.57,interception_cost,0.75
230,Full,millitary,6.86,interception_cost,0.89
231,Baseline,millitary,56.23,interception_cost,3.43
232,Baseline,private,144.0,interception_cost,42.0
232,Partial,private,55.2,interception_cost,13.2
232,Full,private,55.2,interception_cost,0.29
232,Partial,government,128.0,interception_cost,2.0
232,Partial,millitary,336.0,interception_cost,168.0
233,Baseline,commercial,90.0,interception_cost,6.0
233,Baseline,government,41.6,interception_cost,2.0
233,Partial,millitary,55.8,interception_cost,3.0
233,Full,millitary,55.8,interception_cost,4.0
234,Baseline,private,102.75,interception_cost,0.75
234,Full,private,1.61,interception_cost,0.25
234,Baseline,government,128.0,interception_cost,2.0
234,Baseline,millitary,411.43,interception_cost,3.43
235,Partial,private,42.86,interception_cost,0.86
235,Full,private,42.86,interception_cost,4.4
235,Baseline,commercial,28.11,interception_cost,1.71
235,Partial,commercial,85.71,interception_cost,1.71
235,Full,commercial,85.71,interception_cost,0.57
235,Baseline,government,128.57,interception_cost,2.57
235,Full,millitary,55.8,interception_cost,1.14
236,Baseline,private,55.2,interception_cost,13.2
236,Full,millitary,170.67,interception_cost,1.0
237,Baseline,commercial,110.4,interception_cost,26.4
237,Partial,commercial,110.4,interception_cost,84.0
237,Baseline,government,308.0,interception_cost,2.0
237,Full,government,128.25,interception_cost,0.86
237,Baseline,millitary,220.8,interception_cost,168.0
237,Full,millitary,6.1,interception_cost,1.14
238,Partial,government,48.6,interception_cost,9.0
238,Full,government,48.6,interception_cost,0.86
238,Baseline,millitary,420.0,interception_cost,12.0
239,Baseline,commercial,90.0,interception_cost,6.0
239,Full,commercial,2.66,interception_cost,0.57
239,Baseline,government,128.0,interception_cost,2.0
239,Partial,government,165.6,interception_cost,126.0
239,Full,government,165.6,interception_cost,0.67
239,Baseline,millitary,576.0,interception_cost,408.0
239,Full,millitary,171.43,interception_cost,1.0
240,Baseline,private,42.67,interception_cost,0.67
240,Full,private,3.75,interception_cost,14.0
240,Partial,commercial,168.0,interception_cost,84.0
240,Full,commercial,168.0,interception_cost,28.0
240,Baseline,government,48.6,interception_cost,9.0
240,Partial,government,48.6,interception_cost,9.0
240,Baseline,millitary,55.47,interception_cost,2.67
241,Baseline,private,55.2,interception_cost,13.2
241,Baseline,government,687.6,interception_cost,648.0
241,Full,government,4.25,interception_cost,0.75
241,Baseline,millitary,1272.0,interception_cost,864.0
241,Full,millitary,6.86,interception_cost,17.6
242,Baseline,private,14.06,interception_cost,0.86
242,Partial,commercial,28.11,interception_cost,1.71
242,Baseline,government,650.0,interception_cost,2.0
243,Full,private,42.86,interception_cost,0.25
243,Baseline,commercial,32.4,interception_cost,6.0
243,Full,government,4.25,interception_cost,42.0
243,Baseline,millitary,180.0,interception_cost,12.0
244,Baseline,private,144.0,interception_cost,102.0
244,Partial,private,55.2,interception_cost,42.0
244,Full,commercial,3.42,interception_cost,8.8
244,Partial,government,41.85,interception_cost,2.25
245,Baseline,private,229.2,interception_cost,13.2
245,Partial,private,55.2,interception_cost,42.0
245,Full,private,55.2,interception_cost,4.4
245,Baseline,government,128.0,interception_cost,2.0
245,Partial,government,41.6,interception_cost,2.0
245,Baseline,millitary,220.8,interception_cost,52.8
245,Partial,millitary,220.8,interception_cost,168.0
246,Partial,commercial,27.73,interception_cost,1.33
246,Baseline,millitary,411.43,interception_cost,3.43
246,Full,millitary,55.47,interception_cost,17.6
247,Baseline,private,26.4,interception_cost,13.2
247,Baseline,commercial,110.4,interception_cost,84.0
247,Partial,commercial,85.33,interception_cost,1.33
247,Full,commercial,85.33,interception_cost,2.0
247,Partial,millitary,171.43,interception_cost,3.43
248,Baseline,commercial,458.4,interception_cost,432.0
248,Partial,commercial,52.8,interception_cost,26.4
248,Baseline,government,432.0,interception_cost,306.0
248,Full,government,4.25,interception_cost,0.75
248,Baseline,millitary,180.0,interception_cost,12.0
248,Partial,millitary,55.8,interception_cost,3.0
248,Full,millitary,55.8,interception_cost,4.0
249,Baseline,commercial,110.4,interception_cost,84.0
249,Partial,government,128.57,interception_cost,2.57
249,Full,millitary,171.43,interception_cost,1.14
250,Full,commercial,3.21,interception_cost,28.0
250,Baseline,millitary,411.0,interception_cost,3.0
251,Baseline,private,45.0,interception_cost,3.0
251,Partial,private,84.0,interception_cost,42.0
251,Partial,millitary,56.23,interception_cost,3.43
252,Baseline,commercial,32.4,interception_cost,6.0
252,Partial,commercial,85.71,interception_cost,1.71
253,Baseline,private,16.2,interception_cost,3.0
253,Partial,private,14.06,interception_cost,0.86
253,Full,private,14.06,interception_cost,0.29
254,Full,private,1.53,interception_cost,0.22
254,Partial,commercial,32.4,interception_cost,6.0
254,Full,millitary,6.43,interception_cost,56.0
255,Baseline,commercial,110.4,interception_cost,26.4
255,Partial,commercial,85.71,interception_cost,1.71
255,Full,government,4.0,interception_cost,42.0
255,Baseline,millitary,170.67,interception_cost,2.67
256,Full,private,1.61,interception_cost,14.0
256,Full,commercial,27.9,interception_cost,28.0
256,Baseline,government,48.6,interception_cost,9.0
256,Baseline,millitary,55.8,interception_cost,3.0
256,Partial,millitary,55.47,interception_cost,2.67
257,Baseline,government,432.0,interception_cost,306.0
257,Partial,government,165.6,interception_cost,39.6
257,Full,government,165.6,interception_cost,0.75
257,Partial,millitary,336.0,interception_cost,168.0
258,Baseline,private,144.0,interception_cost,102.0
258,Partial,private,42.67,interception_cost,0.67
258,Baseline,commercial,85.71,interception_cost,1.71
258,Partial,commercial,110.4,interception_cost,84.0
258,Baseline,government,41.85,interception_cost,2.25
258,Partial,government,252.0,interception_cost,126.0
258,Full,government,252.0,interception_cost,0.75
258,Partial,millitary,105.6,interception_cost,52.8
258,Full,millitary,105.6,interception_cost,1.14
259,Partial,commercial,27.9,interception_cost,1.5
259,Partial,millitary,171.43,interception_cost,3.43
260,Baseline,private,13.95,interception_cost,0.75
260,Full,private,1.72,interception_cost,0.29
260,Baseline,commercial,110.4,interception_cost,84.0
260,Baseline,government,657.0,interception_cost,9.0
260,Partial,government,42.17,interception_cost,2.57
260,Baseline,millitary,64.8,interception_cost,12.0
260,Partial,millitary,171.43,interception_cost,3.43
261,Baseline,private,14.06,interception_cost,0.86
261,Full,private,42.86,interception_cost,14.0
261,Partial,commercial,85.33,interception_cost,1.33
261,Full,commercial,85.33,interception_cost,0.5
262,Full,government,128.25,interception_cost,0.86
262,Full,millitary,6.86,interception_cost,1.14
263,Partial,private,42.75,interception_cost,0.75
263,Full,private,42.75,interception_cost,14.0
263,Baseline,government,432.0,interception_cost,126.0
263,Partial,millitary,171.43,interception_cost,3.43
263,Full,millitary,171.43,interception_cost,56.0
264,Partial,private,55.2,interception_cost,42.0
264,Full,private,55.2,interception_cost,0.29
264,Baseline,commercial,288.0,interception_cost,84.0
264,Partial,commercial,110.4,interception_cost,84.0
264,Full,millitary,171.43,interception_cost,17.6
265,Baseline,private,16.2,interception_cost,3.0
265,Baseline,commercial,85.5,interception_cost,1.5
265,Baseline,government,79.2,interception_cost,39.6
265,Partial,government,128.25,interception_cost,2.25
265,Full,government,128.25,interception_cost,0.86
265,Baseline,millitary,460.8,interception_cost,408.0
266,Partial,government,128.25,interception_cost,2.25
266,Baseline,millitary,64.8,interception_cost,12.0
267,Partial,private,42.75,interception_cost,0.75
267,Baseline,government,128.0,interception_cost,2.0
267,Full,millitary,6.86,interception_cost,56.0
268,Baseline,private,14.06,interception_cost,0.86
268,Full,private,1.53,interception_cost,14.0
268,Baseline,commercial,28.11,interception_cost,1.71
268,Partial,commercial,28.11,interception_cost,1.71
269,Full,commercial,85.5,interception_cost,0.57
269,Baseline,millitary,220.8,interception_cost,168.0
269,Partial,millitary,220.8,interception_cost,52.8
269,Full,millitary,220.8,interception_cost,17.6
270,Partial,private,84.0,interception_cost,42.0
270,Full,private,84.0,interception_cost,0.29
270,Baseline,commercial,110.4,interception_cost,84.0
270,Partial,commercial,85.5,interception_cost,1.5
270,Full,government,4.25,interception_cost,0.67
270,Full,millitary,171.43,interception_cost,56.0
271,Baseline,government,128.0,interception_cost,2.0
271,Full,government,11.57,interception_cost,0.75
272,Baseline,private,216.67,interception_cost,0.67
272,Partial,government,48.6,interception_cost,9.0
272,Baseline,millitary,220.8,interception_cost,52.8
272,Partial,millitary,171.43,interception_cost,3.43
272,Full,millitary,171.43,interception_cost,4.0
273,Partial,private,84.0,interception_cost,42.0
273,Baseline,commercial,52.8,interception_cost,26.4
273,Partial,commercial,110.4,interception_cost,26.4
273,Full,commercial,110.4,interception_cost,8.8
273,Baseline,government,41.85,interception_cost,2.25
273,Full,government,41.6,interception_cost,42.0
274,Baseline,private,55.2,interception_cost,42.0
274,Full,commercial,90.0,interception_cost,0.57
274,Baseline,millitary,220.8,interception_cost,52.8
274,Full,millitary,180.0,interception_cost,1.14
275,Full,private,1.61,interception_cost,0.29
275,Partial,commercial,168.0,interception_cost,84.0
275,Baseline,government,165.6,interception_cost,126.0
275,Full,millitary,6.43,interception_cost,0.89
276,Partial,commercial,28.11,interception_cost,1.71
276,Baseline,millitary,56.23,interception_cost,3.43
277,Baseline,private,102.67,interception_cost,0.67
277,Partial,private,84.0,interception_cost,42.0
277,Baseline,commercial,210.0,interception_cost,6.0
277,Full,commercial,3.04,interception_cost,8.8
277,Partial,millitary,171.43,interception_cost,3.43
278,Baseline,commercial,32.4,interception_cost,6.0
278,Full,commercial,85.71,interception_cost,0.44
278,Partial,government,41.85,interception_cost,2.25
278,Baseline,millitary,1272.0,interception_cost,864.0
279,Baseline,private,229.2,interception_cost,216.0
279,Baseline,government,48.6,interception_cost,9.0
279,Full,government,5.14,interception_cost,42.0
279,Baseline,millitary,105.6,interception_cost,52.8
280,Baseline,private,229.2,interception_cost,216.0
280,Full,private,1.61,interception_cost,1.0
280,Baseline,commercial,458.4,interception_cost,26.4
280,Baseline,government,345.6,interception_cost,39.6
280,Full,government,4.82,interception_cost,0.67
280,Baseline,millitary,171.0,interception_cost,3.0
281,Partial,commercial,110.4,interception_cost,84.0
281,Baseline,government,128.57,interception_cost,2.57
281,Partial,millitary,55.8,interception_cost,3.0
282,Baseline,private,216.86,interception_cost,0.86
282,Partial,private,55.2,interception_cost,13.2
282,Baseline,government,41.85,interception_cost,2.25
282,Partial,millitary,171.0,interception_cost,3.0
283,Baseline,commercial,636.0,interception_cost,432.0
283,Full,commercial,3.42,interception_cost,0.57
283,Partial,government,165.6,interception_cost,126.0
283,Full,government,165.6,interception_cost,0.67
283,Partial,millitary,171.43,interception_cost,3.43
284,Partial,private,42.86,interception_cost,0.86
284,Partial,commercial,28.11,interception_cost,1.71
284,Full,commercial,28.11,interception_cost,0.57
284,Partial,government,128.25,interception_cost,2.25
284,Full,government,128.25,interception_cost,0.75
284,Partial,millitary,171.43,interception_cost,3.43
284,Full,millitary,171.43,interception_cost,1.14
285,Baseline,private,144.0,interception_cost,42.0
285,Partial,private,14.06,interception_cost,0.86
285,Partial,commercial,110.4,interception_cost,26.4
285,Baseline,government,41.85,interception_cost,2.25
285,Full,government,4.82,interception_cost,3.0
285,Baseline,millitary,105.6,interception_cost,52.8
285,Full,millitary,6.1,interception_cost,17.6
286,Baseline,private,229.2,interception_cost,13.2
286,Baseline,commercial,27.73,interception_cost,1.33
286,Full,commercial,3.04,interception_cost,28.0
286,Baseline,government,308.25,interception_cost,2.25
286,Full,government,128.57,interception_cost,0.67
286,Full,millitary,5.67,interception_cost,17.6
287,Full,commercial,3.0,interception_cost,0.57
287,Baseline,government,41.6,interception_cost,2.0
288,Partial,private,55.2,interception_cost,13.2
288,Partial,commercial,85.33,interception_cost,1.33
288,Baseline,government,128.0,interception_cost,2.0
288,Full,government,4.82,interception_cost,0.67
288,Baseline,millitary,876.0,interception_cost,12.0
289,Baseline,private,204.0,interception_cost,102.0
289,Full,private,1.61,interception_cost,1.0
289,Partial,commercial,27.9,interception_cost,1.5
289,Full,commercial,27.9,interception_cost,0.44
289,Baseline,millitary,411.43,interception_cost,3.43
289,Full,millitary,6.1,interception_cost,1.14
290,Partial,private,55.2,interception_cost,13.2
290,Full,private,55.2,interception_cost,0.25
290,Full,commercial,28.11,interception_cost,0.44
290,Baseline,government,650.57,interception_cost,2.57
290,Partial,government,48.6,interception_cost,9.0
290,Baseline,millitary,171.43,interception_cost,3.43
290,Full,millitary,6.1,interception_cost,1.0
291,Full,commercial,3.21,interception_cost,0.5
291,Full,government,4.0,interception_cost,0.75
291,Baseline,millitary,55.8,interception_cost,3.0
291,Partial,millitary,220.8,interception_cost,168.0
292,Partial,private,13.95,interception_cost,0.75
292,Partial,government,128.25,interception_cost,2.25
292,Full,government,128.25,interception_cost,13.2
293,Partial,private,14.06,interception_cost,0.86
293,Full,commercial,85.71,interception_cost,2.0
293,Baseline,government,42.17,interception_cost,2.57
294,Baseline,private,258.0,interception_cost,42.0
294,Full,private,1.42,interception_cost,14.0
294,Baseline,commercial,90.0,interception_cost,6.0
294,Partial,government,42.17,interception_cost,2.57
294,Baseline,millitary,171.43,interception_cost,3.43
294,Partial,millitary,171.43,interception_cost,3.43
295,Partial,private,13.95,interception_cost,0.75
295,Full,private,13.95,interception_cost,0.29
295,Full,commercial,3.42,interception_cost,0.57
295,Partial,millitary,105.6,interception_cost,52.8
296,Baseline,private,318.0,interception_cost,216.0
296,Partial,government,128.0,interception_cost,2.0
297,Baseline,private,204.0,interception_cost,102.0
297,Full,private,1.53,interception_cost,0.25
297,Baseline,commercial,28.11,interception_cost,1.71
297,Baseline,government,128.25,interception_cost,2.25
297,Partial,government,41.85,interception_cost,2.25
297,Baseline,millitary,411.43,interception_cost,3.43
298,Full,private,1.53,interception_cost,4.4
298,Baseline,government,42.17,interception_cost,2.57
298,Baseline,millitary,55.8,interception_cost,3.0
298,Full,millitary,56.23,interception_cost,17.6
299,Baseline,private,102.75,interception_cost,0.75
299,Partial,commercial,85.71,interception_cost,1.71
299,Partial,government,42.17,interception_cost,2.57
299,Partial,millitary,55.47,interception_cost,2.67
300,Full,commercial,28.11,interception_cost,0.5
300,Full,government,128.25,interception_cost,42.0
300,Baseline,millitary,220.8,interception_cost,52.8
300,Full,millitary,6.1,interception_cost,1.14
301,Baseline,commercial,230.4,interception_cost,204.0
301,Partial,commercial,28.11,interception_cost,1.71
302,Baseline,private,42.67,interception_cost,0.67
302,Baseline,commercial,52.8,interception_cost,26.4
302,Partial,government,48.6,interception_cost,9.0
302,Baseline,millitary,876.0,interception_cost,12.0
302,Full,millitary,170.67,interception_cost,17.6
303,Partial,private,14.06,interception_cost,0.86
303,Partial,commercial,27.73,interception_cost,1.33
303,Baseline,government,42.17,interception_cost,2.57
304,Full,commercial,28.11,interception_cost,8.8
304,Baseline,government,135.0,interception_cost,9.0
304,Partial,government,128.0,interception_cost,2.0
304,Full,government,128.0,interception_cost,13.2
304,Full,millitary,6.1,interception_cost,1.14
305,Baseline,private,14.06,interception_cost,0.86
305,Full,commercial,28.11,interception_cost,0.57
305,Baseline,government,612.0,interception_cost,306.0
305,Partial,government,42.17,interception_cost,2.57
305,Partial,millitary,180.0,interception_cost,12.0
306,Full,private,1.72,interception_cost,14.0
306,Partial,commercial,85.71,interception_cost,1.71
306,Full,commercial,85.71,interception_cost,8.8
306,Baseline,government,79.2,interception_cost,39.6
307,Full,commercial,3.04,interception_cost,0.44
307,Partial,government,128.57,interception_cost,2.57
308,Baseline,private,26.4,interception_cost,13.2
308,Partial,private,13.87,interception_cost,0.67
308,Baseline,millitary,916.8,interception_cost,52.8
308,Partial,millitary,171.43,interception_cost,3.43
308,Full,millitary,171.43,interception_cost,1.14
309,Partial,private,14.06,interception_cost,0.86
309,Baseline,commercial,205.71,interception_cost,1.71
309,Partial,commercial,110.4,interception_cost,26.4
309,Partial,government,41.85,interception_cost,2.25
309,Baseline,millitary,220.8,interception_cost,168.0
309,Full,millitary,6.86,interception_cost,17.6
310,Baseline,private,13.95,interception_cost,0.75
310,Full,private,1.42,interception_cost,4.4
310,Partial,commercial,85.5,interception_cost,1.5
310,Partial,government,79.2,interception_cost,39.6
310,Baseline,millitary,411.0,interception_cost,3.0
311,Baseline,private,105.0,interception_cost,3.0
311,Partial,commercial,110.4,interception_cost,84.0
311,Full,commercial,110.4,interception_cost,2.0
311,Baseline,government,687.6,interception_cost,648.0
311,Partial,government,41.6,interception_cost,2.0
311,Baseline,millitary,64.8,interception_cost,12.0
312,Baseline,private,105.0,interception_cost,3.0
312,Partial,private,14.06,interception_cost,0.86
312,Full,private,14.06,interception_cost,14.0
312,Partial,government,42.17,interception_cost,2.57
312,Full,government,42.17,interception_cost,0.86
312,Baseline,millitary,420.0,interception_cost,12.0
313,Baseline,private,42.86,interception_cost,0.86
313,Partial,private,42.86,interception_cost,0.86
313,Baseline,commercial,32.4,interception_cost,6.0
313,Full,commercial,3.04,interception_cost,0.5
313,Full,millitary,171.0,interception_cost,17.6
314,Full,private,1.61,interception_cost,0.29
314,Baseline,commercial,27.9,interception_cost,1.5
314,Full,government,4.82,interception_cost,0.86
315,Baseline,private,216.67,interception_cost,0.67
315,Partial,private,26.4,interception_cost,13.2
315,Full,private,26.4,interception_cost,0.29
315,Partial,commercial,52.8,interception_cost,26.4
315,Baseline,government,315.0,interception_cost,9.0
315,Full,millitary,6.43,interception_cost,0.89
316,Baseline,private,216.75,interception_cost,0.75
316,Baseline,commercial,52.8,interception_cost,26.4
316,Full,commercial,85.5,interception_cost,0.5
317,Partial,private,42.67,interception_cost,0.67
317,Partial,commercial,168.0,interception_cost,84.0
317,Full,commercial,168.0,interception_cost,8.8
317,Partial,government,41.6,interception_cost,2.0
317,Full,millitary,56.23,interception_cost,1.14
318,Baseline,commercial,288.0,interception_cost,84.0
318,Partial,commercial,27.73,interception_cost,1.33
318,Full,commercial,27.73,interception_cost,0.57
318,Full,government,5.14,interception_cost,0.75
319,Partial,government,128.0,interception_cost,2.0
319,Baseline,millitary,55.47,interception_cost,2.67
320,Baseline,private,13.95,interception_cost,0.75
320,Baseline,commercial,85.5,interception_cost,1.5
320,Baseline,government,315.0,interception_cost,9.0
320,Partial,millitary,220.8,interception_cost,52.8
321,Baseline,commercial,230.4,interception_cost,204.0
321,Full,millitary,55.47,interception_cost,1.14
322,Partial,private,42.75,interception_cost,0.75
322,Baseline,commercial,288.0,interception_cost,84.0
322,Partial,commercial,85.71,interception_cost,1.71
322,Full,government,4.0,interception_cost,0.67
322,Baseline,millitary,876.0,interception_cost,12.0
322,Full,millitary,6.0,interception_cost,56.0
323,Baseline,private,55.2,interception_cost,13.2
323,Partial,private,42.86,interception_cost,0.86
323,Full,private,42.86,interception_cost,0.25
323,Baseline,commercial,210.0,interception_cost,6.0
323,Baseline,millitary,56.23,interception_cost,3.43
323,Full,millitary,171.0,interception_cost,17.6
324,Baseline,private,204.0,interception_cost,102.0
324,Baseline,commercial,110.4,interception_cost,84.0
324,Partial,government,128.25,interception_cost,2.25
324,Baseline,millitary,56.23,interception_cost,3.43
325,Full,private,42.75,interception_cost,0.29
325,Baseline,commercial,90.0,interception_cost,6.0
325,Full,commercial,27.9,interception_cost,0.5
325,Full,government,4.82,interception_cost,0.86
326,Baseline,millitary,64.8,interception_cost,12.0
327,Baseline,private,13.87,interception_cost,0.67
327,Baseline,commercial,288.0,interception_cost,84.0
327,Baseline,millitary,171.43,interception_cost,3.43
327,Full,millitary,5.67,interception_cost,1.0
328,Full,private,42.75,interception_cost,0.25
328,Baseline,commercial,28.11,interception_cost,1.71
328,Baseline,government,650.25,interception_cost,2.25
328,Baseline,millitary,64.8,interception_cost,12.0
329,Partial,private,42.86,interception_cost,0.86
329,Full,private,42.86,interception_cost,1.0
329,Partial,commercial,85.71,interception_cost,1.71
329,Full,commercial,85.71,interception_cost,8.8
329,Partial,government,165.6,interception_cost,126.0
329,Full,government,165.6,interception_cost,0.86
330,Baseline,government,41.6,interception_cost,2.0
330,Baseline,millitary,55.8,interception_cost,3.0
330,Full,millitary,56.23,interception_cost,0.89
331,Partial,private,42.75,interception_cost,0.75
331,Baseline,commercial,288.0,interception_cost,204.0
331,Partial,commercial,27.9,interception_cost,1.5
331,Partial,government,128.0,interception_cost,2.0
331,Full,millitary,55.8,interception_cost,17.6
332,Baseline,private,216.67,interception_cost,0.67
332,Full,commercial,27.73,interception_cost,0.57
332,Baseline,government,42.17,interception_cost,2.57
332,Baseline,millitary,55.8,interception_cost,3.0
333,Partial,private,13.95,interception_cost,0.75
333,Baseline,commercial,210.0,interception_cost,6.0
333,Baseline,government,315.0,interception_cost,9.0
333,Full,government,41.85,interception_cost,0.86
333,Baseline,millitary,171.0,interception_cost,3.0
334,Partial,private,45.0,interception_cost,3.0
334,Partial,commercial,85.71,interception_cost,1.71
334,Partial,government,48.6,interception_cost,9.0
334,Full,government,48.6,interception_cost,0.75
334,Baseline,millitary,180.0,interception_cost,12.0
335,Baseline,private,42.75,interception_cost,0.75
335,Partial,private,55.2,interception_cost,42.0
335,Full,government,128.0,interception_cost,0.86
335,Full,millitary,6.86,interception_cost,17.6
336,Partial,private,55.2,interception_cost,42.0
336,Full,private,55.2,interception_cost,0.29
336,Baseline,commercial,288.0,interception_cost,84.0
336,Partial,commercial,168.0,interception_cost,84.0
336,Full,commercial,168.0,interception_cost,0.57
336,Partial,government,128.57,interception_cost,2.57
336,Full,government,128.57,interception_cost,42.0
337,Baseline,private,13.95,interception_cost,0.75
337,Baseline,government,79.2,interception_cost,39.6
337,Full,millitary,15.43,interception_cost,0.89
338,Full,private,1.53,interception_cost,0.29
338,Baseline,commercial,516.0,interception_cost,84.0
338,Full,commercial,28.11,interception_cost,28.0
338,Baseline,government,128.57,interception_cost,2.57
338,Full,millitary,64.8,interception_cost,17.6
339,Baseline,private,16.2,interception_cost,3.0
339,Partial,commercial,27.73,interception_cost,1.33
339,Baseline,government,128.25,interception_cost,2.25
339,Full,government,42.17,interception_cost,0.86
339,Baseline,millitary,171.43,interception_cost,3.43
339,Full,millitary,15.0,interception_cost,1.14
340,Full,commercial,27.9,interception_cost,8.8
341,Baseline,private,42.75,interception_cost,0.75
341,Partial,private,42.75,interception_cost,0.75
341,Baseline,commercial,85.5,interception_cost,1.5
341,Full,commercial,3.42,interception_cost,0.5
341,Baseline,government,41.6,interception_cost,2.0
341,Baseline,millitary,460.8,interception_cost,52.8
342,Full,private,14.06,interception_cost,0.29
342,Partial,commercial,85.33,interception_cost,1.33
342,Baseline,government,432.0,interception_cost,306.0
342,Partial,government,128.0,interception_cost,2.0
342,Full,government,128.0,interception_cost,3.0
342,Full,millitary,171.0,interception_cost,1.14
343,Baseline,private,102.67,interception_cost,0.67
343,Baseline,commercial,110.4,interception_cost,84.0
343,Baseline,government,128.0,interception_cost,2.0
343,Partial,government,79.2,interception_cost,39.6
343,Partial,millitary,56.23,interception_cost,3.43
343,Full,millitary,56.23,interception_cost,1.14
344,Partial,private,42.86,interception_cost,0.86
344,Full,commercial,3.21,interception_cost,8.8
344,Full,government,11.0,interception_cost,3.0
345,Baseline,private,14.06,interception_cost,0.86
345,Partial,private,42.67,interception_cost,0.67
345,Baseline,commercial,458.4,interception_cost,432.0
345,Full,government,4.25,interception_cost,13.2
345,Baseline,millitary,411.0,interception_cost,3.0
346,Partial,private,55.2,interception_cost,13.2
346,Full,private,55.2,interception_cost,0.29
346,Baseline,government,774.0,interception_cost,126.0
346,Partial,government,42.17,interception_cost,2.57
346,Full,government,42.17,interception_cost,0.67
347,Baseline,private,115.2,interception_cost,102.0
347,Partial,private,55.2,interception_cost,42.0
347,Baseline,government,650.57,interception_cost,2.57
347,Partial,government,128.0,interception_cost,2.0
347,Full,millitary,5.67,interception_cost,1.14
348,Baseline,commercial,32.4,interception_cost,6.0
348,Baseline,government,135.0,interception_cost,9.0
348,Full,government,128.57,interception_cost,0.67
349,Baseline,private,318.0,interception_cost,216.0
349,Partial,private,55.2,interception_cost,42.0
349,Partial,government,41.85,interception_cost,2.25
350,Baseline,private,115.2,interception_cost,102.0
350,Full,private,3.86,interception_cost,0.25
350,Baseline,government,41.6,interception_cost,2.0
350,Full,government,5.14,interception_cost,13.2
350,Baseline,millitary,876.0,interception_cost,12.0
350,Partial,millitary,55.8,interception_cost,3.0
351,Full,private,42.67,interception_cost,14.0
351,Full,commercial,3.21,interception_cost,28.0
351,Partial,millitary,170.67,interception_cost,2.67
351,Full,millitary,170.67,interception_cost,1.14
352,Baseline,commercial,85.71,interception_cost,1.71
352,Full,commercial,3.21,interception_cost,0.44
352,Baseline,government,42.17,interception_cost,2.57
352,Partial,millitary,55.47,interception_cost,2.67
353,Baseline,private,13.95,interception_cost,0.75
353,Partial,private,55.2,interception_cost,42.0
353,Partial,commercial,85.33,interception_cost,1.33
353,Partial,government,41.6,interception_cost,2.0
353,Full,millitary,171.43,interception_cost,1.14
354,Baseline,government,315.0,interception_cost,9.0
354,Partial,millitary,56.23,interception_cost,3.43
355,Baseline,private,14.06,interception_cost,0.86
355,Full,commercial,3.04,interception_cost,0.57
355,Partial,government,128.0,interception_cost,2.0
355,Full,government,128.0,interception_cost,0.75
356,Full,private,1.72,interception_cost,4.4
356,Full,commercial,3.21,interception_cost,0.57
356,Partial,government,128.25,interception_cost,2.25
356,Full,government,128.25,interception_cost,13.2
356,Partial,millitary,55.8,interception_cost,3.0
357,Baseline,private,55.2,interception_cost,42.0
357,Full,private,1.5,interception_cost,0.22
357,Baseline,government,79.2,interception_cost,39.6
357,Baseline,millitary,180.0,interception_cost,12.0
