iteration,windtexter,application,total_cost,probability_type,probability_cost
859,Full,government,11.0,interception_cost,0.67
859,Baseline,millitary,460.8,interception_cost,408.0
860,Full,private,45.0,interception_cost,0.29
860,Baseline,commercial,85.5,interception_cost,1.5
860,Partial,government,79.2,interception_cost,39.6
860,Partial,millitary,56.23,interception_cost,3.43
861,Partial,millitary,171.43,interception_cost,3.43
862,Full,commercial,85.33,interception_cost,0.57
862,Baseline,millitary,56.23,interception_cost,3.43
863,Full,private,1.72,interception_cost,0.29
863,Full,commercial,27.73,interception_cost,0.44
863,Partial,millitary,336.0,interception_cost,168.0
864,Full,private,1.53,interception_cost,4.4
864,Full,government,128.0,interception_cost,42.0
864,Baseline,millitary,105.6,interception_cost,52.8
865,Full,private,1.53,interception_cost,0.25
865,Baseline,commercial,85.5,interception_cost,1.5
865,Full,commercial,85.5,interception_cost,0.44
865,Full,millitary,6.0,interception_cost,56.0
866,Partial,private,42.75,interception_cost,0.75
866,Baseline,commercial,52.8,interception_cost,26.4
866,Baseline,government,165.6,interception_cost,39.6
867,Full,private,1.53,interception_cost,0.22
867,Partial,commercial,110.4,interception_cost,26.4
867,Full,commercial,110.4,interception_cost,0.57
867,Partial,government,42.17,interception_cost,2.57
867,Partial,millitary,171.43,interception_cost,3.43
868,Baseline,private,13.87,interception_cost,0.67
868,Partial,private,42.75,interception_cost,0.75
868,Partial,government,165.6,interception_cost,126.0
868,Full,government,165.6,interception_cost,0.67
868,Baseline,millitary,105.6,interception_cost,52.8
869,Baseline,government,135.0,interception_cost,9.0
869,Full,government,5.14,interception_cost,0.75
869,Full,millitary,6.1,interception_cost,17.6
870,Baseline,commercial,288.0,interception_cost,84.0
870,Partial,government,128.25,interception_cost,2.25
871,Partial,government,41.6,interception_cost,2.0
872,Baseline,private,102.75,interception_cost,0.75
872,Baseline,commercial,52.8,interception_cost,26.4
872,Full,government,41.6,interception_cost,13.2
873,Partial,government,128.0,interception_cost,2.0
873,Full,government,128.0,interception_cost,13.2
873,Baseline,millitary,411.43,interception_cost,3.43
873,Partial,millitary,170.67,interception_cost,2.67
874,Partial,private,14.06,interception_cost,0.86
874,Full,commercial,3.04,interception_cost,28.0
874,Partial,government,79.2,interception_cost,39.6
874,Full,government,79.2,interception_cost,13.2
875,Baseline,private,55.2,interception_cost,42.0
875,Partial,commercial,85.5,interception_cost,1.5
875,Full,commercial,85.5,interception_cost,0.57
875,Full,government,135.0,interception_cost,3.0
876,Partial,private,14.06,interception_cost,0.86
876,Baseline,millitary,411.43,interception_cost,3.43
876,Partial,millitary,336.0,interception_cost,168.0
877,Partial,private,13.95,interception_cost,0.75
877,Full,private,13.95,interception_cost,0.25
877,Baseline,commercial,85.5,interception_cost,1.5
877,Partial,government,128.25,interception_cost,2.25
878,Baseline,private,42.75,interception_cost,0.75
878,Partial,government,165.6,interception_cost,39.6
878,Baseline,millitary,56.23,interception_cost,3.43
879,Partial,private,13.87,interception_cost,0.67
879,Baseline,commercial,32.4,interception_cost,6.0
879,Baseline,government,48.6,interception_cost,9.0
879,Full,millitary,6.43,interception_cost,1.0
880,Full,commercial,27.9,interception_cost,0.44
880,Baseline,government,345.6,interception_cost,39.6
880,Partial,government,79.2,interception_cost,39.6
880,Full,millitary,6.43,interception_cost,1.0
881,Full,private,1.72,interception_cost,0.29
881,Baseline,commercial,52.8,interception_cost,26.4
881,Full,commercial,3.04,interception_cost,0.57
881,Full,government,128.57,interception_cost,13.2
881,Partial,millitary,171.43,interception_cost,3.43
882,Partial,government,79.2,interception_cost,39.6
882,Partial,millitary,171.0,interception_cost,3.0
883,Baseline,commercial,205.33,interception_cost,1.33
883,Partial,government,79.2,interception_cost,39.6
883,Full,government,79.2,interception_cost,0.86
883,Baseline,millitary,576.0,interception_cost,168.0
883,Partial,millitary,171.43,interception_cost,3.43
884,Partial,commercial,85.71,interception_cost,1.71
884,Baseline,government,165.6,interception_cost,39.6
884,Partial,government,41.6,interception_cost,2.0
884,Full,government,41.6,interception_cost,0.86
884,Baseline,millitary,410.67,interception_cost,2.67
885,Baseline,private,144.0,interception_cost,42.0
885,Partial,private,55.2,interception_cost,13.2
885,Baseline,commercial,168.0,interception_cost,84.0
885,Partial,commercial,85.33,interception_cost,1.33
885,Baseline,government,657.0,interception_cost,9.0
885,Full,government,5.14,interception_cost,13.2
886,Partial,private,14.06,interception_cost,0.86
886,Partial,commercial,85.33,interception_cost,1.33
886,Full,government,4.82,interception_cost,42.0
886,Baseline,millitary,460.8,interception_cost,408.0
887,Baseline,private,318.0,interception_cost,102.0
887,Partial,commercial,28.11,interception_cost,1.71
887,Full,commercial,28.11,interception_cost,0.57
887,Baseline,government,128.25,interception_cost,2.25
888,Full,commercial,27.9,interception_cost,0.44
888,Partial,government,165.6,interception_cost,126.0
889,Baseline,private,16.2,interception_cost,3.0
889,Baseline,commercial,205.5,interception_cost,1.5
889,Partial,government,128.57,interception_cost,2.57
889,Baseline,millitary,420.0,interception_cost,12.0
890,Partial,private,16.2,interception_cost,3.0
890,Full,private,16.2,interception_cost,1.0
890,Baseline,commercial,85.33,interception_cost,1.33
890,Baseline,government,128.0,interception_cost,2.0
890,Baseline,millitary,105.6,interception_cost,52.8
890,Full,millitary,55.8,interception_cost,1.14
891,Full,private,42.75,interception_cost,14.0
891,Partial,millitary,171.43,interception_cost,3.43
892,Full,private,42.67,interception_cost,1.0
892,Partial,commercial,27.73,interception_cost,1.33
892,Baseline,government,165.6,interception_cost,126.0
893,Partial,private,14.06,interception_cost,0.86
893,Full,commercial,85.71,interception_cost,0.5
893,Partial,government,252.0,interception_cost,126.0
893,Full,government,252.0,interception_cost,0.86
893,Baseline,millitary,460.8,interception_cost,52.8
894,Baseline,private,144.0,interception_cost,42.0
894,Baseline,millitary,876.0,interception_cost,12.0
895,Full,private,1.61,interception_cost,0.22
895,Partial,government,41.6,interception_cost,2.0
896,Baseline,private,13.87,interception_cost,0.67
896,Partial,commercial,110.4,interception_cost,84.0
896,Full,government,128.25,interception_cost,13.2
896,Full,millitary,171.0,interception_cost,56.0
897,Partial,private,13.87,interception_cost,0.67
897,Full,private,13.87,interception_cost,0.22
897,Full,government,4.25,interception_cost,0.86
898,Baseline,commercial,110.4,interception_cost,84.0
898,Partial,commercial,85.71,interception_cost,1.71
898,Full,commercial,85.71,interception_cost,28.0
898,Baseline,government,42.17,interception_cost,2.57
898,Baseline,millitary,170.67,interception_cost,2.67
898,Full,millitary,171.0,interception_cost,1.14
899,Full,private,42.86,interception_cost,14.0
899,Partial,commercial,85.71,interception_cost,1.71
899,Full,commercial,85.71,interception_cost,0.5
899,Baseline,government,79.2,interception_cost,39.6
899,Partial,government,41.6,interception_cost,2.0
899,Full,government,41.6,interception_cost,0.67
899,Full,millitary,56.23,interception_cost,1.14
900,Baseline,private,16.2,interception_cost,3.0
900,Partial,private,84.0,interception_cost,42.0
900,Full,private,84.0,interception_cost,0.29
900,Baseline,government,308.25,interception_cost,2.25
900,Partial,government,252.0,interception_cost,126.0
900,Partial,millitary,55.47,interception_cost,2.67
900,Full,millitary,55.47,interception_cost,1.0
901,Full,private,1.72,interception_cost,0.22
901,Full,government,5.14,interception_cost,0.86
901,Baseline,millitary,916.8,interception_cost,52.8
902,Baseline,private,14.06,interception_cost,0.86
903,Full,commercial,7.5,interception_cost,8.8
903,Full,government,42.17,interception_cost,0.67
904,Baseline,private,16.2,interception_cost,3.0
904,Partial,private,42.86,interception_cost,0.86
904,Baseline,commercial,110.4,interception_cost,84.0
904,Partial,commercial,85.71,interception_cost,1.71
904,Full,commercial,85.71,interception_cost,0.57
904,Partial,government,128.0,interception_cost,2.0
904,Baseline,millitary,56.23,interception_cost,3.43
905,Full,commercial,3.42,interception_cost,0.44
905,Baseline,government,650.25,interception_cost,2.25
905,Partial,millitary,56.23,interception_cost,3.43
906,Partial,private,14.06,interception_cost,0.86
906,Full,private,14.06,interception_cost,0.29
906,Baseline,commercial,28.11,interception_cost,1.71
906,Baseline,millitary,411.43,interception_cost,3.43
907,Baseline,private,216.67,interception_cost,0.67
907,Partial,commercial,85.71,interception_cost,1.71
907,Full,commercial,85.71,interception_cost,0.57
907,Baseline,government,345.6,interception_cost,39.6
907,Partial,government,128.25,interception_cost,2.25
907,Partial,millitary,336.0,interception_cost,168.0
908,Baseline,private,144.0,interception_cost,102.0
908,Full,private,1.61,interception_cost,0.22
908,Full,commercial,3.04,interception_cost,28.0
908,Baseline,government,42.17,interception_cost,2.57
908,Partial,government,252.0,interception_cost,126.0
908,Full,government,252.0,interception_cost,3.0
908,Partial,millitary,171.43,interception_cost,3.43
908,Full,millitary,171.43,interception_cost,4.0
909,Baseline,private,216.75,interception_cost,0.75
909,Baseline,commercial,110.4,interception_cost,84.0
909,Full,government,41.85,interception_cost,0.75
909,Partial,millitary,336.0,interception_cost,168.0
909,Full,millitary,336.0,interception_cost,56.0
910,Partial,private,42.86,interception_cost,0.86
910,Partial,commercial,85.5,interception_cost,1.5
910,Full,commercial,85.5,interception_cost,0.57
911,Baseline,private,102.86,interception_cost,0.86
911,Partial,private,42.67,interception_cost,0.67
911,Full,private,42.67,interception_cost,0.25
911,Full,government,41.85,interception_cost,0.86
911,Partial,millitary,170.67,interception_cost,2.67
912,Partial,commercial,85.71,interception_cost,1.71
912,Partial,government,128.25,interception_cost,2.25
912,Baseline,millitary,64.8,interception_cost,12.0
912,Partial,millitary,220.8,interception_cost,168.0
912,Full,millitary,220.8,interception_cost,0.89
913,Partial,government,42.17,interception_cost,2.57
913,Baseline,millitary,576.0,interception_cost,408.0
914,Partial,private,26.4,interception_cost,13.2
914,Baseline,commercial,636.0,interception_cost,432.0
915,Baseline,private,13.87,interception_cost,0.67
915,Partial,private,26.4,interception_cost,13.2
915,Baseline,government,135.0,interception_cost,9.0
915,Partial,government,128.57,interception_cost,2.57
915,Full,millitary,15.43,interception_cost,1.0
916,Partial,private,42.75,interception_cost,0.75
916,Baseline,commercial,458.4,interception_cost,26.4
916,Baseline,millitary,105.6,interception_cost,52.8
916,Partial,millitary,56.23,interception_cost,3.43
917,Baseline,commercial,85.71,interception_cost,1.71
917,Baseline,government,42.17,interception_cost,2.57
917,Partial,government,42.17,interception_cost,2.57
917,Partial,millitary,55.47,interception_cost,2.67
918,Baseline,private,84.0,interception_cost,42.0
918,Full,private,1.72,interception_cost,0.22
918,Baseline,commercial,110.4,interception_cost,26.4
918,Full,commercial,3.42,interception_cost,0.57
918,Baseline,government,48.6,interception_cost,9.0
918,Partial,government,41.85,interception_cost,2.25
918,Baseline,millitary,105.6,interception_cost,52.8
919,Partial,private,13.87,interception_cost,0.67
919,Partial,commercial,85.71,interception_cost,1.71
919,Baseline,government,42.17,interception_cost,2.57
919,Baseline,millitary,220.8,interception_cost,168.0
920,Baseline,commercial,230.4,interception_cost,204.0
920,Partial,commercial,85.71,interception_cost,1.71
920,Baseline,government,308.0,interception_cost,2.0
920,Full,government,128.0,interception_cost,0.86
921,Baseline,commercial,288.0,interception_cost,84.0
921,Full,commercial,85.5,interception_cost,28.0
921,Baseline,millitary,105.6,interception_cost,52.8
921,Full,millitary,56.23,interception_cost,1.0
922,Baseline,private,14.06,interception_cost,0.86
922,Partial,commercial,28.11,interception_cost,1.71
922,Full,commercial,28.11,interception_cost,0.44
922,Full,government,4.82,interception_cost,42.0
922,Partial,millitary,171.43,interception_cost,3.43
922,Full,millitary,171.43,interception_cost,56.0
923,Baseline,private,216.67,interception_cost,0.67
923,Full,commercial,3.0,interception_cost,0.5
923,Baseline,millitary,55.47,interception_cost,2.67
923,Full,millitary,56.23,interception_cost,0.89
924,Baseline,private,144.0,interception_cost,102.0
924,Partial,commercial,27.9,interception_cost,1.5
924,Full,commercial,27.9,interception_cost,0.5
924,Full,government,4.82,interception_cost,0.86
924,Partial,millitary,171.43,interception_cost,3.43
925,Partial,private,42.75,interception_cost,0.75
925,Full,private,42.75,interception_cost,0.22
925,Baseline,commercial,205.33,interception_cost,1.33
925,Full,commercial,3.04,interception_cost,28.0
925,Full,government,4.57,interception_cost,0.86
925,Full,millitary,15.43,interception_cost,17.6
926,Partial,private,13.87,interception_cost,0.67
926,Baseline,commercial,85.71,interception_cost,1.71
926,Baseline,government,48.6,interception_cost,9.0
926,Baseline,millitary,336.0,interception_cost,168.0
927,Full,private,16.2,interception_cost,4.4
927,Full,commercial,3.42,interception_cost,2.0
927,Baseline,government,954.0,interception_cost,306.0
927,Partial,millitary,220.8,interception_cost,52.8
927,Full,millitary,220.8,interception_cost,1.0
928,Full,private,1.72,interception_cost,1.0
928,Full,government,128.0,interception_cost,0.67
929,Baseline,private,42.75,interception_cost,0.75
929,Baseline,commercial,230.4,interception_cost,26.4
929,Baseline,government,687.6,interception_cost,39.6
929,Partial,millitary,105.6,interception_cost,52.8
929,Full,millitary,105.6,interception_cost,56.0
930,Baseline,private,102.75,interception_cost,0.75
930,Partial,private,55.2,interception_cost,13.2
930,Full,private,55.2,interception_cost,0.25
930,Partial,commercial,85.33,interception_cost,1.33
930,Baseline,government,165.6,interception_cost,126.0
931,Partial,private,14.06,interception_cost,0.86
931,Full,private,14.06,interception_cost,0.22
931,Baseline,government,41.85,interception_cost,2.25
931,Full,millitary,170.67,interception_cost,56.0
932,Partial,private,55.2,interception_cost,42.0
932,Full,private,55.2,interception_cost,4.4
932,Full,commercial,90.0,interception_cost,0.57
932,Partial,government,128.57,interception_cost,2.57
932,Full,government,128.57,interception_cost,0.75
932,Partial,millitary,336.0,interception_cost,168.0
933,Baseline,private,55.2,interception_cost,13.2
933,Baseline,commercial,52.8,interception_cost,26.4
933,Full,commercial,28.11,interception_cost,0.44
934,Baseline,private,13.87,interception_cost,0.67
934,Baseline,commercial,52.8,interception_cost,26.4
934,Full,commercial,85.5,interception_cost,0.44
934,Partial,government,165.6,interception_cost,126.0
934,Full,government,165.6,interception_cost,0.75
935,Full,private,1.34,interception_cost,0.29
935,Baseline,government,41.6,interception_cost,2.0
935,Full,government,4.57,interception_cost,42.0
935,Partial,millitary,171.43,interception_cost,3.43
935,Full,millitary,171.43,interception_cost,1.14
936,Partial,private,55.2,interception_cost,13.2
936,Full,private,55.2,interception_cost,4.4
936,Baseline,commercial,90.0,interception_cost,6.0
936,Full,commercial,7.33,interception_cost,0.5
936,Partial,government,128.57,interception_cost,2.57
936,Full,government,128.57,interception_cost,0.86
936,Full,millitary,6.1,interception_cost,0.89
937,Full,private,1.42,interception_cost,0.22
937,Baseline,commercial,230.4,interception_cost,26.4
937,Full,commercial,85.33,interception_cost,8.8
937,Baseline,government,41.6,interception_cost,2.0
937,Partial,millitary,56.23,interception_cost,3.43
937,Full,millitary,56.23,interception_cost,56.0
938,Baseline,private,42.67,interception_cost,0.67
938,Full,commercial,85.33,interception_cost,8.8
938,Full,millitary,180.0,interception_cost,1.0
939,Baseline,private,115.2,interception_cost,102.0
939,Partial,private,13.95,interception_cost,0.75
939,Full,private,13.95,interception_cost,14.0
939,Baseline,commercial,433.71,interception_cost,1.71
939,Partial,commercial,85.71,interception_cost,1.71
939,Full,commercial,85.71,interception_cost,28.0
939,Baseline,government,79.2,interception_cost,39.6
939,Baseline,millitary,867.0,interception_cost,3.0
940,Partial,commercial,28.11,interception_cost,1.71
940,Partial,government,252.0,interception_cost,126.0
941,Baseline,private,102.86,interception_cost,0.86
941,Full,commercial,3.42,interception_cost,0.57
941,Partial,government,128.57,interception_cost,2.57
941,Baseline,millitary,576.0,interception_cost,168.0
941,Partial,millitary,171.0,interception_cost,3.0
941,Full,millitary,171.0,interception_cost,1.14
942,Full,commercial,3.0,interception_cost,0.57
942,Baseline,millitary,866.67,interception_cost,2.67
943,Partial,commercial,85.33,interception_cost,1.33
943,Full,commercial,85.33,interception_cost,8.8
943,Partial,government,128.25,interception_cost,2.25
943,Full,millitary,170.67,interception_cost,0.89
944,Baseline,commercial,52.8,interception_cost,26.4
944,Baseline,government,42.17,interception_cost,2.57
944,Baseline,millitary,460.8,interception_cost,408.0
945,Partial,private,13.87,interception_cost,0.67
945,Full,commercial,3.21,interception_cost,0.5
946,Baseline,private,16.2,interception_cost,3.0
946,Partial,commercial,27.9,interception_cost,1.5
946,Partial,millitary,55.47,interception_cost,2.67
946,Full,millitary,55.47,interception_cost,1.14
947,Baseline,private,42.75,interception_cost,0.75
947,Full,commercial,7.5,interception_cost,0.57
947,Baseline,government,612.0,interception_cost,306.0
947,Full,government,4.82,interception_cost,0.86
947,Partial,millitary,171.43,interception_cost,3.43
948,Baseline,private,102.67,interception_cost,0.67
948,Partial,private,42.67,interception_cost,0.67
948,Baseline,commercial,27.9,interception_cost,1.5
948,Baseline,government,128.57,interception_cost,2.57
948,Full,government,4.82,interception_cost,0.67
948,Partial,millitary,170.67,interception_cost,2.67
949,Partial,government,128.0,interception_cost,2.0
949,Baseline,millitary,56.23,interception_cost,3.43
949,Full,millitary,6.86,interception_cost,1.14
950,Baseline,private,216.75,interception_cost,0.75
950,Full,commercial,7.71,interception_cost,0.44
950,Baseline,millitary,460.8,interception_cost,408.0
950,Full,millitary,171.43,interception_cost,1.0
951,Baseline,commercial,110.4,interception_cost,26.4
951,Baseline,government,79.2,interception_cost,39.6
951,Baseline,millitary,171.43,interception_cost,3.43
951,Partial,millitary,220.8,interception_cost,168.0
952,Baseline,private,216.67,interception_cost,0.67
952,Full,private,1.42,interception_cost,1.0
952,Baseline,commercial,32.4,interception_cost,6.0
952,Baseline,government,128.57,interception_cost,2.57
952,Partial,government,42.17,interception_cost,2.57
952,Baseline,millitary,460.8,interception_cost,52.8
952,Partial,millitary,170.67,interception_cost,2.67
953,Full,private,1.72,interception_cost,4.4
953,Baseline,commercial,90.0,interception_cost,6.0
953,Partial,commercial,27.73,interception_cost,1.33
953,Full,commercial,27.73,interception_cost,8.8
953,Baseline,government,41.85,interception_cost,2.25
953,Baseline,millitary,420.0,interception_cost,12.0
955,Partial,millitary,56.23,interception_cost,3.43
956,Baseline,commercial,32.4,interception_cost,6.0
956,Partial,government,42.17,interception_cost,2.57
957,Partial,government,48.6,interception_cost,9.0
957,Full,government,48.6,interception_cost,0.86
957,Baseline,millitary,867.43,interception_cost,3.43
959,Baseline,private,13.87,interception_cost,0.67
959,Partial,private,14.06,interception_cost,0.86
959,Full,private,14.06,interception_cost,0.29
959,Partial,government,128.25,interception_cost,2.25
959,Full,government,128.25,interception_cost,0.67
959,Baseline,millitary,410.67,interception_cost,2.67
959,Full,millitary,6.43,interception_cost,0.89
960,Partial,commercial,32.4,interception_cost,6.0
960,Full,commercial,32.4,interception_cost,0.5
960,Partial,millitary,55.47,interception_cost,2.67
960,Full,millitary,55.47,interception_cost,1.0
961,Full,private,1.72,interception_cost,0.29
961,Baseline,commercial,85.5,interception_cost,1.5
961,Full,commercial,7.71,interception_cost,0.57
961,Partial,government,79.2,interception_cost,39.6
961,Baseline,millitary,410.67,interception_cost,2.67
961,Partial,millitary,171.43,interception_cost,3.43
962,Partial,private,84.0,interception_cost,42.0
962,Full,private,84.0,interception_cost,0.29
962,Partial,government,252.0,interception_cost,126.0
963,Baseline,commercial,32.4,interception_cost,6.0
963,Partial,government,42.17,interception_cost,2.57
963,Baseline,millitary,55.47,interception_cost,2.67
963,Full,millitary,171.0,interception_cost,17.6
964,Baseline,private,42.67,interception_cost,0.67
964,Partial,private,84.0,interception_cost,42.0
964,Baseline,government,41.6,interception_cost,2.0
964,Partial,government,128.0,interception_cost,2.0
964,Full,government,128.0,interception_cost,42.0
965,Full,commercial,2.83,interception_cost,0.57
965,Baseline,government,42.17,interception_cost,2.57
965,Baseline,millitary,55.47,interception_cost,2.67
965,Partial,millitary,56.23,interception_cost,3.43
965,Full,millitary,56.23,interception_cost,17.6
966,Baseline,private,115.2,interception_cost,102.0
966,Partial,private,42.86,interception_cost,0.86
966,Baseline,commercial,110.4,interception_cost,26.4
966,Partial,commercial,27.9,interception_cost,1.5
966,Baseline,government,345.6,interception_cost,39.6
966,Baseline,millitary,105.6,interception_cost,52.8
967,Partial,private,42.86,interception_cost,0.86
967,Full,private,42.86,interception_cost,0.29
967,Partial,commercial,168.0,interception_cost,84.0
967,Baseline,government,612.0,interception_cost,306.0
967,Full,government,4.82,interception_cost,42.0
967,Baseline,millitary,180.0,interception_cost,12.0
967,Full,millitary,5.67,interception_cost,56.0
968,Full,private,1.42,interception_cost,0.25
968,Baseline,commercial,516.0,interception_cost,432.0
968,Partial,commercial,28.11,interception_cost,1.71
968,Baseline,millitary,916.8,interception_cost,864.0
969,Full,private,1.53,interception_cost,4.4
969,Baseline,commercial,288.0,interception_cost,84.0
969,Partial,commercial,32.4,interception_cost,6.0
969,Baseline,government,135.0,interception_cost,9.0
969,Full,government,42.17,interception_cost,0.75
970,Baseline,private,105.0,interception_cost,3.0
970,Partial,private,55.2,interception_cost,13.2
970,Baseline,commercial,32.4,interception_cost,6.0
970,Partial,commercial,28.11,interception_cost,1.71
970,Full,commercial,28.11,interception_cost,0.44
971,Partial,private,42.86,interception_cost,0.86
971,Partial,commercial,32.4,interception_cost,6.0
971,Full,commercial,32.4,interception_cost,0.44
971,Partial,millitary,55.47,interception_cost,2.67
971,Full,millitary,55.47,interception_cost,1.14
972,Baseline,commercial,205.33,interception_cost,1.33
972,Full,commercial,85.71,interception_cost,8.8
972,Baseline,government,687.6,interception_cost,648.0
972,Partial,government,42.17,interception_cost,2.57
972,Baseline,millitary,170.67,interception_cost,2.67
972,Full,millitary,5.67,interception_cost,1.0
973,Baseline,private,42.86,interception_cost,0.86
973,Partial,commercial,168.0,interception_cost,84.0
973,Baseline,government,345.6,interception_cost,306.0
973,Baseline,millitary,55.8,interception_cost,3.0
974,Full,commercial,28.11,interception_cost,0.5
975,Full,private,1.53,interception_cost,14.0
975,Baseline,commercial,85.71,interception_cost,1.71
975,Baseline,government,128.0,interception_cost,2.0
975,Baseline,millitary,576.0,interception_cost,408.0
975,Partial,millitary,171.0,interception_cost,3.0
976,Baseline,private,42.86,interception_cost,0.86
976,Partial,private,42.86,interception_cost,0.86
976,Full,private,42.86,interception_cost,0.22
976,Baseline,commercial,205.71,interception_cost,1.71
976,Partial,commercial,52.8,interception_cost,26.4
977,Baseline,private,55.2,interception_cost,13.2
977,Full,private,1.61,interception_cost,0.29
977,Partial,commercial,85.71,interception_cost,1.71
977,Full,commercial,85.71,interception_cost,0.5
977,Baseline,government,165.6,interception_cost,39.6
977,Partial,government,252.0,interception_cost,126.0
977,Baseline,millitary,460.8,interception_cost,52.8
978,Baseline,private,55.2,interception_cost,42.0
978,Full,private,3.86,interception_cost,0.22
978,Baseline,commercial,110.4,interception_cost,84.0
978,Full,commercial,90.0,interception_cost,0.57
978,Baseline,government,345.6,interception_cost,39.6
978,Baseline,millitary,171.43,interception_cost,3.43
978,Partial,millitary,220.8,interception_cost,52.8
978,Full,millitary,220.8,interception_cost,0.89
979,Partial,private,42.86,interception_cost,0.86
979,Full,private,42.86,interception_cost,4.4
979,Partial,commercial,28.11,interception_cost,1.71
979,Full,commercial,28.11,interception_cost,0.44
979,Full,government,128.57,interception_cost,0.86
980,Baseline,private,204.0,interception_cost,102.0
980,Baseline,commercial,516.0,interception_cost,84.0
980,Full,government,4.82,interception_cost,0.75
982,Baseline,commercial,205.5,interception_cost,1.5
982,Partial,commercial,85.71,interception_cost,1.71
982,Full,commercial,85.71,interception_cost,0.44
982,Baseline,millitary,64.8,interception_cost,12.0
982,Full,millitary,6.1,interception_cost,1.14
983,Baseline,private,55.2,interception_cost,42.0
983,Baseline,commercial,32.4,interception_cost,6.0
983,Baseline,millitary,171.0,interception_cost,3.0
983,Partial,millitary,56.23,interception_cost,3.43
984,Baseline,private,105.0,interception_cost,3.0
984,Baseline,government,48.6,interception_cost,9.0
984,Full,government,4.82,interception_cost,0.67
984,Baseline,millitary,220.8,interception_cost,52.8
984,Partial,millitary,171.43,interception_cost,3.43
984,Full,millitary,171.43,interception_cost,1.0
985,Partial,private,26.4,interception_cost,13.2
985,Full,private,26.4,interception_cost,0.22
985,Baseline,commercial,85.33,interception_cost,1.33
985,Baseline,government,165.6,interception_cost,39.6
985,Partial,government,41.6,interception_cost,2.0
986,Baseline,commercial,90.0,interception_cost,6.0
986,Partial,commercial,110.4,interception_cost,26.4
986,Partial,government,128.25,interception_cost,2.25
987,Full,commercial,27.9,interception_cost,0.57
987,Partial,government,42.17,interception_cost,2.57
987,Baseline,millitary,180.0,interception_cost,12.0
988,Baseline,private,115.2,interception_cost,102.0
988,Baseline,government,128.57,interception_cost,2.57
988,Baseline,millitary,55.8,interception_cost,3.0
988,Partial,millitary,180.0,interception_cost,12.0
988,Full,millitary,180.0,interception_cost,1.14
989,Baseline,private,26.4,interception_cost,13.2
989,Baseline,commercial,110.4,interception_cost,26.4
989,Baseline,government,135.0,interception_cost,9.0
989,Partial,government,128.25,interception_cost,2.25
989,Full,government,128.25,interception_cost,13.2
989,Partial,millitary,170.67,interception_cost,2.67
990,Baseline,private,55.2,interception_cost,13.2
990,Partial,private,45.0,interception_cost,3.0
990,Full,private,45.0,interception_cost,0.22
990,Baseline,commercial,52.8,interception_cost,26.4
990,Partial,government,41.85,interception_cost,2.25
990,Baseline,millitary,180.0,interception_cost,12.0
991,Full,private,1.42,interception_cost,0.22
991,Partial,commercial,27.9,interception_cost,1.5
991,Partial,government,79.2,interception_cost,39.6
991,Partial,millitary,56.23,interception_cost,3.43
991,Full,millitary,56.23,interception_cost,1.0
992,Partial,private,13.95,interception_cost,0.75
992,Partial,commercial,85.71,interception_cost,1.71
992,Full,millitary,56.23,interception_cost,1.0
993,Baseline,government,42.17,interception_cost,2.57
993,Baseline,millitary,876.0,interception_cost,12.0
994,Full,private,3.67,interception_cost,0.22
994,Baseline,commercial,90.0,interception_cost,6.0
994,Partial,government,42.17,interception_cost,2.57
994,Full,government,42.17,interception_cost,13.2
994,Baseline,millitary,220.8,interception_cost,52.8
995,Partial,private,42.86,interception_cost,0.86
995,Full,commercial,3.42,interception_cost,8.8
995,Baseline,government,128.57,interception_cost,2.57
995,Baseline,millitary,876.0,interception_cost,12.0
995,Partial,millitary,220.8,interception_cost,52.8
996,Full,private,1.61,interception_cost,14.0
996,Baseline,commercial,28.11,interception_cost,1.71
996,Partial,commercial,110.4,interception_cost,84.0
996,Full,millitary,55.47,interception_cost,0.89
997,Baseline,private,229.2,interception_cost,216.0
997,Partial,private,55.2,interception_cost,42.0
997,Baseline,commercial,27.73,interception_cost,1.33
997,Baseline,government,315.0,interception_cost,9.0
998,Full,private,1.5,interception_cost,0.29
998,Partial,commercial,85.5,interception_cost,1.5
999,Baseline,private,55.2,interception_cost,42.0
999,Baseline,commercial,85.71,interception_cost,1.71
999,Baseline,government,612.0,interception_cost,306.0
0,Baseline,private,42.67,message_block_cost,42.0
0,Partial,commercial,85.33,message_block_cost,84.0
0,Baseline,government,42.17,message_block_cost,39.6
0,Full,government,4.57,message_block_cost,13.2
0,Baseline,millitary,171.0,message_block_cost,168.0
0,Partial,millitary,56.23,message_block_cost,52.8
1,Baseline,private,216.75,message_block_cost,216.0
1,Baseline,government,48.6,message_block_cost,39.6
1,Partial,government,128.25,message_block_cost,126.0
1,Full,millitary,6.86,message_block_cost,56.0
2,Full,private,1.53,message_block_cost,4.4
2,Baseline,millitary,64.8,message_block_cost,52.8
2,Full,millitary,15.0,message_block_cost,56.0
3,Partial,private,13.95,message_block_cost,13.2
3,Baseline,government,315.0,message_block_cost,306.0
3,Full,government,135.0,message_block_cost,13.2
3,Baseline,millitary,220.8,message_block_cost,52.8
3,Full,millitary,6.86,message_block_cost,56.0
4,Baseline,private,55.2,message_block_cost,42.0
4,Full,private,3.75,message_block_cost,14.0
4,Baseline,commercial,85.71,message_block_cost,84.0
4,Baseline,government,165.6,message_block_cost,126.0
